1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
2023,28302CPFRF1309I,110000349748,DARLING INGREDIENTS INC - FAYETTEVILLE FACILITY,1309 INDUSTRIAL DR,FAYETTEVILLE,CUMBERLAND,NC,28301,,,35.029753,-78.863153,,DARLING INGREDIENTS INC,005092358,DARLING INGREDIENTS INC,NA,,NA,NO,311,Food,,,,,,,311613,,,,,,1323221533413,Chlorine dioxide,NO,0010049044,10049-04-4,167296,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58374.000,58374.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58374.000,0.000,0.000,58374.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58374.000,,ACTIVITY,1.000
2023,27409PPGND109PP,110001496060,PPG INDUSTRIES GREENSBORO POWDER,109 PPG RD,GREENSBORO,GUILFORD,NC,27409,,,36.082736,-79.924077,,PPG INDUSTRIES INC,001344803,PPG INDUSTRIES INC,NA,,NA,NO,325,Chemicals,,,,,,,325510,,,,,,1323221653520,Triglycidyl isocyanurate,NO,0002451629,2451-62-9,102467,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,22.700,90.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,113.200,0.000,1.550,1.550,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5615.000,0.000,0.000,0.000,0.000,0.000,1.660,5616.660,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.550,0.000,5618.210,5729.860,0.000,0.000,113.200,5615.000,1.660,0.000,0.000,0.000,0.000,4433.000,1.550,10164.410,,,
2023,27264SPRBR1350W,110000554533,DFA DAIRY BRANDS FLUID LLC DBA PET DAIRY,1350 W FAIRFIELD RD,HIGH POINT,GUILFORD,NC,27263,,,35.921990,-80.012611,,DAIRY FARMERS OF AMERICA INC,029855640,DAIRY FARMERS OF AMERICA INC,NA,,NA,NO,311,Food,,,,,,,311511,,,,,,1323221764044,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,N511,649616,NO,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,12554.000,12554.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12554.000,0.000,12554.000,5.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12554.000,12559.000,,PRODUCTION,1.520
2023,2710WSTRTF1681S,110014354475,STRATFORD METAL FINISHING INC,1681 S MARTIN LUTHER KING JR DR,WINSTON SALEM,FORSYTH,NC,27107,,,36.076347,-80.220146,,NA,,NA,NA,,NA,NO,332,Fabricated Metals,,,,,,,332813,,,,,,1323221798960,Nitric acid,NO,0007697372,7697-37-2,152686,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24000.000,24000.000,0.000,0.000,0.000,0.000,24000.000,0.000,0.000,0.000,0.000,0.000,0.000,24000.000,,PRODUCTION,1.000
2023,2732WCLNHR28WAT,110058305490,CLEAN HARBORS REIDSVILLE LLC,208 WATLINGTON INDUSTRIAL DRIVE,REIDSVILLE,ROCKINGHAM,NC,27320,,,36.319461,-79.648984,,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,NA,,NA,NO,562,Hazardous Waste,,,,,,,562211,,,,,,1323222138188,Methanol,NO,0000067561,67-56-1,4283,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.000,0.000,0.080,0.000,0.000,0.380,0.000,0.000,69146.405,0.000,0.000,69146.405,0.000,0.000,0.000,0.000,353774.000,0.000,0.000,0.000,0.000,353774.000,0.000,422920.785,1.380,0.000,0.000,1.000,0.300,0.080,0.000,0.000,0.000,69146.405,0.000,353774.000,422921.785,,PRODUCTION,0.870
2023,28560WYRHSSTREE,110000350478,INTERNATIONAL PAPER- NEW BERN MILL,1785 WEYERHAEUSER RD,VANCEBORO,CRAVEN,NC,28586,,,35.217722,-77.120280,,INTERNATIONAL PAPER CO,001316561,INTERNATIONAL PAPER CO,NA,,NA,NO,322,Paper,,,,,,,322110,,,,,,1323221963109,Chlorine,NO,0007782505,7782-50-5,154328,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,5.000,2581.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2586.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2586.000,0.000,0.000,2586.000,0.000,0.000,0.000,0.000,0.000,0.000,2444.000,0.000,5030.000,,PRODUCTION,0.940
2023,28610CMMSC3642U,110000604329,COMMSCOPE INC-CLAREMONT NC FACILITY,3642 US HWY 70 E,CLAREMONT,CATAWBA,NC,28610,,,35.717790,-81.134778,,COMMSCOPE INC,070626247,COMMSCOPE INC,NA,,NA,NO,335,Electrical Equipment,,,,,,,335929,,,,,,1323221844323,Antimony  And Antimony Compounds,YES,N010,N010,649921,YES,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27817.000,0.000,0.000,27817.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27817.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27817.000,0.000,0.000,27817.000,,PRODUCTION,1.300
2023,27403DSTNC1025H,110000346518,SHERWIN-WILLIAMS CO,1025 HOWARD ST,GREENSBORO,GUILFORD,NC,27403,,,36.062029,-79.833892,,THE SHERWIN-WILLIAMS CO,004206397,THE SHERWIN-WILLIAMS CO,NA,,NA,NO,325,Chemicals,,,,,,,325510,,,,,,1323222235487,Methyl isobutyl ketone,NO,0000108101,108-10-1,24851,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,570.000,1820.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2390.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3085.000,0.000,3085.000,0.000,0.000,0.000,0.000,498.000,0.000,498.000,0.000,3583.000,2390.000,0.000,0.000,2390.000,0.000,0.000,0.000,3085.000,91907.000,0.000,18858.000,498.000,116738.000,,PRODUCTION,1.060
2023,27261CNCPT2631E,110000345813,CONCEPT PLASTICS INC.,1218 HICKORY CHAPEL RD,HIGH POINT,GUILFORD,NC,27260,,,35.952651,-79.970503,,NA,,NA,NA,,NA,NO,326,Plastics and Rubber,,,,,,,326121,,,,,,1323221528704,Styrene,NO,0000100425,100-42-5,19414,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,762.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,762.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,762.000,0.000,0.000,762.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,762.000,,ACTIVITY,0.740
2023,27536STRNMUS1SO,110010448836,EASTERN MINERALS INC,170 EASTERN MINERALS RD,HENDERSON,VANCE,NC,27537,,,36.271340,-78.402969,,NA,,NA,NA,,NA,NO,311,Food,,,,,,,311119,311111,,,,,1323221539568,Selenium compounds,NO,N725,N725,650044,YES,TRI,YES,Metal complound categories,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,27870CHMPNNORTH,110037266990,WESTROCK KRAFT PAPER LLC,100 GASTON RD,ROANOKE RAPIDS,HALIFAX,NC,27870,,,36.475810,-77.646310,,SMURFIT WESTROCK U.S. HOLDING CO,NA,SMURFIT WESTROCK US HOLDING CO,SMURFIT WESTROCK PUBLIC LTD CO,985693623,SMURFIT WESTROCK PUBLIC LTD CO,NO,322,Paper,,,,,,,322110,322130,,,,,1323222028173,Mercury  And Mercury Compounds,YES,N458,N458,650028,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.000,8.170,0.210,0.000,0.000,0.000,0.000,0.000,4.820,0.000,0.000,0.000,0.000,0.000,13.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.200,0.000,4.820,8.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.200,,ACTIVITY,0.700
2023,28273WRTHC11750,110000349711,BRENNTAG MID-SOUTH,11750 FRUEHAUF DR,CHARLOTTE,MECKLENBURG,NC,28273,,,35.126857,-80.958303,,BRENNTAG N.A. INC,041167107,BRENNTAG NORTH AMERICA INC,BRENNTAG AG,507091739,BRENNTAG AG,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1323221997202,Sodium nitrite,NO,0007632000,7632-00-0,152058,NO,TRI,NO,Individually-listed compounds that contain metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,2803WBRLCM5CRRE,110045519079,WESTLAKE ROYAL BUILDING PRODUCTS INC - PLANT 1,500 CORRELL ST,EAST SPENCER,ROWAN,NC,28039,,,35.675218,-80.434985,,WESTLAKE CORP,783918485,WESTLAKE CORP,NA,,NA,NO,326,Plastics and Rubber,,,,,,,326150,,,,,,1323222105001,Diethanolamine,NO,0000111422,111-42-2,27516,YES,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,2754WLDCST8153N,110028298090,OLDCASTLE LAWN & GARDEN,8153 NC HWY 56 WEST,LOUISBURG,FRANKLIN,NC,27549,,,36.086495,-78.330032,,CRH AMERICAS INC,037176591,CRH AMERICAS INC,NA,,CRH PUBLIC LTD CO,NO,321,Wood Products,,,,,,,321999,,,,,,1323222068494,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,PRODUCTION,1.000
2023,28208SHLND3930G,110000349329,NEXEO SOLUTIONS LLC,3930 GLENWOOD DR,CHARLOTTE,MECKLENBURG,NC,28208,,,35.250470,-80.886462,,UNIVAR USA INC,102971785,UNIVAR SOLUTIONS USA INC,,,NA,NO,4246,Chemical Wholesalers,,,,,,,424690,562211,,,,,1323221885294,N-Methyl-2-pyrrolidone,NO,0000872504,872-50-4,72744,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3975.000,0.000,84.000,4059.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4071.000,4059.000,0.000,0.000,0.000,0.000,4059.000,0.000,12.000,0.000,0.000,0.000,0.000,4071.000,,,
2023,28278NXNTR182WI,110018854051,INX INTERNATIONAL INK CO.,10820 WITHERS PARK DR,CHARLOTTE,MECKLENBURG,NC,28278,,,35.136583,-80.983159,,INX INTERNATIONAL INK CO,005103528,INX INTERNATIONAL INK CO,SAKATA INX,NA,SAKATA INX,NO,325,Chemicals,,,,,,,325910,,,,,,1323221656349,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,N090,N090,649475,YES,TRI,YES,Metal complound categories,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,2811WHRSHD484HI,110055619399,BEFESA ZINC METAL LLC,484 HICKS GROVE RD,MOORESBORO,RUTHERFORD,NC,28114,,,35.193313,-81.848175,,BEFESA ZINC US INC.,609074703,BEFESA HOLDING US INC,NA,,NA,NO,331,Primary Metals,,,,,,,331492,,,,,,1323222322986,Manganese compounds,NO,N450,N450,650010,YES,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.000,3122.000,255.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3377.000,0.000,0.000,0.000,0.000,424922.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,921469.000,0.000,0.000,0.000,0.000,0.000,1346391.000,0.000,2035397.000,0.000,0.000,0.000,2035397.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3381788.000,1349768.000,0.000,0.000,3377.000,921469.000,424922.000,0.000,0.000,24400.000,2035397.000,0.000,0.000,3409565.000,,PRODUCTION,1.420
2023,28213NCLCH14700,110070834407,MALLARD CREEK POLYMERS,2800 MOREHEAD RD,CHARLOTTE,MECKLENBURG,NC,28262,,,35.224441,-80.877916,,NA,,NA,NA,,NA,NO,325,Chemicals,,,,,,,325211,,,,,,1323221531080,Acrylamide,NO,0000079061,79-06-1,7575,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,5.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000,0.000,9.000,0.000,0.000,0.000,0.000,0.000,0.000,2577.000,0.000,2586.000,,PRODUCTION,0.890
2023,28621WYRHSRT3OF,110000740663,WEYERHAEUSER NR CO-ELKIN PLANT,524 PRIDE WAY,ELKIN,SURRY,NC,28621,,,36.253457,-80.786620,,WEYERHAEUSER CO,001306992,WEYERHAEUSER CO,NA,,NA,NO,321,Wood Products,,,,,,,321219,,,,,,1323221693652,Diisocyanates,NO,N120,N120,649715,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,20.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.200,0.000,0.000,20.200,0.000,0.000,0.000,0.000,0.000,0.000,0.103,0.000,20.303,,PRODUCTION,1.020
2023,28372RDMNH6064D,110001504122,TRINITY FROZEN FOODS LLC,6064 DEEP BRANCH RD,PEMBROKE,ROBESON,NC,28372,,,34.657735,-79.189767,,NA,,NA,NA,,NA,NO,311,Food,,,,,,,311411,,,,,,1323221748458,Ammonia,NO,0007664417,7664-41-7,152389,NO,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,2807WBLDTR746MI,110071284849,BLUEDOT-READI-MIX-HARRISBURG (PLANT #102),7406 MILLBROOK DR.,HARRISBURG,CABARRUS,NC,28075,,,35.312941,-80.678626,,BLUEDOT READI-MIX,NA,BLUEDOT READI-MIX,NA,,NA,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1323221622792,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,N511,649616,NO,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,PRODUCTION,0.970
2023,28402FRTRNHWY42,110009842536,FORTRON INDUSTRIES LLC,4600 HWY 421 NORTH,WILMINGTON,NEW HANOVER,NC,28401,,,34.310815,-77.984647,,CELANESE CORP,011429607,CELANESE CORP,NA,,NA,NO,325,Chemicals,,,,,,,325211,,,,,,1323221893050,Phenol,NO,0000108952,108-95-2,25510,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,5292.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5297.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,212948.000,0.000,0.000,0.000,0.000,163.000,0.000,213111.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,213111.000,218408.000,0.000,0.000,5297.000,212948.000,163.000,0.000,0.000,0.000,0.000,240.000,0.000,218648.000,,PRODUCTION,0.770
2023,28120MRCNF22AME,110000348696,AMERICAN & EFIRD LLC PLANT 05 & 15,601 AMERICAN ST,MOUNT HOLLY,GASTON,NC,28120,,,35.289342,-81.012703,,AMERICAN & EFIRD LLC,003149333,AMERICAN & EFIRD LLC,NA,,NA,NO,313,Textiles,,,,,,,313310,,,,,,1323222088837,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,N511,649616,NO,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13698.000,123285.370,136983.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13698.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,123285.370,0.000,136983.370,13698.000,0.000,0.000,0.000,0.000,13698.000,0.000,0.000,0.000,0.000,0.000,123285.370,136983.370,,PRODUCTION,0.720
